id_player;turn_number;position_clicked;time_game;time_until_match;suggestion_type;position_suggested;experiment_condition;match;game_ended;wrong_hint
305;1;[0, 0];0:2;0:2;none;none;tom;False;False;False
305;2;[1, 0];0:5;0:5;none;none;tom;False;False;False
305;3;[2, 0];0:8;0:8;none;none;tom;False;False;False
305;4;[3, 0];0:9;0:9;none;none;tom;False;False;False
305;5;[3, 1];0:9;0:9;none;none;tom;False;False;False
305;6;[2, 1];0:10;0:10;none;none;tom;False;False;False
305;7;[3, 2];0:11;0:11;none;none;tom;False;False;False
305;8;[2, 0];0:12;0:12;card;[2, 0];tom;True;False;False
305;9;[3, 3];0:14;0:2;none;none;tom;False;False;False
305;10;[2, 3];0:15;0:3;none;none;tom;False;False;False
305;11;[3, 4];0:15;0:3;none;none;tom;False;False;False
305;12;[2, 4];0:16;0:4;none;none;tom;False;False;False
305;13;[3, 5];0:17;0:5;none;none;tom;False;False;False
305;14;[3, 1];0:18;0:6;column;1;tom;False;False;False
305;15;[2, 1];0:19;0:7;none;none;tom;False;False;False
305;16;[1, 2];0:20;0:8;card;[1, 2];tom;True;False;False
305;17;[1, 1];0:21;0:1;none;none;tom;False;False;False
305;18;[3, 5];0:22;0:2;none;none;tom;True;False;False
305;19;[0, 1];0:22;0:0;none;none;tom;False;False;False
305;20;[1, 3];0:23;0:1;none;none;tom;False;False;False
305;21;[1, 4];0:24;0:2;none;none;tom;False;False;False
305;22;[3, 0];0:25;0:3;none;none;tom;False;False;False
305;23;[0, 1];0:26;0:4;none;none;tom;False;False;False
305;24;[1, 3];0:28;0:6;row;1;tom;False;False;False
305;25;[1, 4];0:30;0:8;none;none;tom;False;False;False
305;26;[0, 0];0:31;0:9;card;[0, 0];tom;True;False;False
305;27;[1, 0];0:31;0:0;none;none;tom;False;False;False
305;28;[0, 5];0:32;0:1;none;none;tom;False;False;False
305;29;[1, 5];0:33;0:2;none;none;tom;False;False;False
305;30;[0, 2];0:34;0:3;none;none;tom;False;False;False
305;31;[2, 3];0:35;0:4;none;none;tom;False;False;False
305;32;[0, 5];0:36;0:5;column;5;tom;False;False;False
305;33;[0, 3];0:37;0:6;card;[0, 3];tom;False;False;False
305;34;[3, 0];0:39;0:8;column;0;tom;False;False;False
305;35;[2, 2];0:40;0:9;card;[2, 2];tom;False;False;False
305;36;[3, 0];0:40;0:9;column;0;tom;True;False;False
305;37;[1, 0];0:41;0:1;none;none;tom;False;False;False
305;38;[0, 3];0:41;0:1;none;none;tom;True;False;False
305;39;[1, 3];0:42;0:1;none;none;tom;False;False;False
305;40;[0, 1];0:42;0:1;none;none;tom;False;False;False
305;41;[1, 5];0:43;0:2;none;none;tom;False;False;False
305;42;[0, 1];0:44;0:3;none;none;tom;True;False;False
305;43;[2, 3];0:45;0:1;none;none;tom;False;False;False
305;44;[0, 4];0:46;0:2;none;none;tom;False;False;False
305;45;[0, 5];0:47;0:3;none;none;tom;False;False;False
305;46;[3, 3];0:48;0:4;none;none;tom;False;False;False
305;47;[3, 4];0:49;0:5;none;none;tom;False;False;False
305;48;[0, 4];0:50;0:6;row;0;tom;True;False;False
305;49;[3, 1];0:52;0:2;none;none;tom;False;False;False
305;50;[0, 5];0:53;0:3;none;none;tom;True;False;False
305;51;[2, 5];0:53;0:0;none;none;tom;False;False;False
305;52;[1, 3];0:54;0:1;none;none;tom;False;False;False
305;53;[0, 2];0:55;0:2;none;none;tom;False;False;False
305;54;[2, 3];0:56;0:3;none;none;tom;False;False;False
305;55;[2, 5];0:57;0:4;none;none;tom;False;False;False
305;56;[2, 3];0:58;0:5;none;none;tom;True;False;False
305;57;[2, 4];0:58;0:0;none;none;tom;False;False;False
305;58;[0, 2];0:59;0:1;none;none;tom;True;False;False
305;59;[3, 3];0:59;0:0;none;none;tom;False;False;False
305;60;[1, 3];1:0;0:1;none;none;tom;True;True;False
